card_number,set,set_card_number,player,team,notes,parallel
10,Future Stars,10,Romain Esse,Crystal Palace,,Pink Mini-Diamonds /399
10,Future Stars,10,Romain Esse,Crystal Palace,,Pink Sparkle /399
10,Future Stars,10,Romain Esse,Crystal Palace,,Yellow Mini-Diamonds /299
10,Future Stars,10,Romain Esse,Crystal Palace,,Yellow Sparkle /299
10,Future Stars,10,Romain Esse,Crystal Palace,,Purple Mini-Diamonds /199
10,Future Stars,10,Romain Esse,Crystal Palace,,Purple Sparkle /199
10,Future Stars,10,Romain Esse,Crystal Palace,,Blue /150
10,Future Stars,10,Romain Esse,Crystal Palace,,Blue Mini-Diamonds /150
10,Future Stars,10,Romain Esse,Crystal Palace,,Blue Sparkle /150
10,Future Stars,10,Romain Esse,Crystal Palace,,Green /99
10,Future Stars,10,Romain Esse,Crystal Palace,,Green Mini-Diamonds /99
10,Future Stars,10,Romain Esse,Crystal Palace,,Green Sparkle /99
10,Future Stars,10,Romain Esse,Crystal Palace,,Black & White /75
10,Future Stars,10,Romain Esse,Crystal Palace,,Black & White Mini-Diamonds /75
10,Future Stars,10,Romain Esse,Crystal Palace,,Black & White Sparkle /75
10,Future Stars,10,Romain Esse,Crystal Palace,,Gold /50
10,Future Stars,10,Romain Esse,Crystal Palace,,Gold Mini-Diamonds /50
10,Future Stars,10,Romain Esse,Crystal Palace,,Gold Sparkle /50
10,Future Stars,10,Romain Esse,Crystal Palace,,Netbuster /38
10,Future Stars,10,Romain Esse,Crystal Palace,,Orange /25
10,Future Stars,10,Romain Esse,Crystal Palace,,Orange Mini-Diamonds /25
10,Future Stars,10,Romain Esse,Crystal Palace,,Orange Sparkle /25
10,Future Stars,10,Romain Esse,Crystal Palace,,Black /10
10,Future Stars,10,Romain Esse,Crystal Palace,,Black Mini-Diamonds /10
10,Future Stars,10,Romain Esse,Crystal Palace,,Black Sparkle /10
10,Future Stars,10,Romain Esse,Crystal Palace,,Red /5
10,Future Stars,10,Romain Esse,Crystal Palace,,Red Mini-Diamonds /5
10,Future Stars,10,Romain Esse,Crystal Palace,,Red Sparkle /5
10,Future Stars,10,Romain Esse,Crystal Palace,,FoilFractor 1/1
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Base
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Blue Voltage
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Gold Rainbow Laser
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Green Voltage
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Pink Voltage
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,PL
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Purple Voltage
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Yellow Voltage
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Aqua Sparkle /499
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Pink Mini-Diamonds /399
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Pink Sparkle /399
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Yellow Mini-Diamonds /299
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Yellow Sparkle /299
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Purple Mini-Diamonds /199
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Purple Sparkle /199
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Blue /150
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Blue Mini-Diamonds /150
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Blue Sparkle /150
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Green /99
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Green Mini-Diamonds /99
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Green Sparkle /99
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Black & White /75
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Black & White Mini-Diamonds /75
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Black & White Sparkle /75
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Gold /50
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Gold Mini-Diamonds /50
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Gold Sparkle /50
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Netbuster /38
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Orange /25
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Orange Mini-Diamonds /25
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Orange Sparkle /25
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Black /10
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Black Mini-Diamonds /10
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Black Sparkle /10
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Red /5
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Red Mini-Diamonds /5
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,Red Sparkle /5
11,Future Stars,11,Joél Drakes-Thomas,Crystal Palace,,FoilFractor 1/1
12,Future Stars,12,Josh King,Fulham,,Base
12,Future Stars,12,Josh King,Fulham,,Blue Voltage
12,Future Stars,12,Josh King,Fulham,,Gold Rainbow Laser
12,Future Stars,12,Josh King,Fulham,,Green Voltage
12,Future Stars,12,Josh King,Fulham,,Pink Voltage
12,Future Stars,12,Josh King,Fulham,,PL
12,Future Stars,12,Josh King,Fulham,,Purple Voltage
12,Future Stars,12,Josh King,Fulham,,Yellow Voltage
12,Future Stars,12,Josh King,Fulham,,Aqua Sparkle /499
12,Future Stars,12,Josh King,Fulham,,Pink Mini-Diamonds /399
12,Future Stars,12,Josh King,Fulham,,Pink Sparkle /399
12,Future Stars,12,Josh King,Fulham,,Yellow Mini-Diamonds /299
12,Future Stars,12,Josh King,Fulham,,Yellow Sparkle /299
12,Future Stars,12,Josh King,Fulham,,Purple Mini-Diamonds /199
12,Future Stars,12,Josh King,Fulham,,Purple Sparkle /199
12,Future Stars,12,Josh King,Fulham,,Blue /150
12,Future Stars,12,Josh King,Fulham,,Blue Mini-Diamonds /150
12,Future Stars,12,Josh King,Fulham,,Blue Sparkle /150
12,Future Stars,12,Josh King,Fulham,,Green /99
12,Future Stars,12,Josh King,Fulham,,Green Mini-Diamonds /99
12,Future Stars,12,Josh King,Fulham,,Green Sparkle /99
12,Future Stars,12,Josh King,Fulham,,Black & White /75
12,Future Stars,12,Josh King,Fulham,,Black & White Mini-Diamonds /75
12,Future Stars,12,Josh King,Fulham,,Black & White Sparkle /75
12,Future Stars,12,Josh King,Fulham,,Gold /50
12,Future Stars,12,Josh King,Fulham,,Gold Mini-Diamonds /50
12,Future Stars,12,Josh King,Fulham,,Gold Sparkle /50
12,Future Stars,12,Josh King,Fulham,,Netbuster /38
12,Future Stars,12,Josh King,Fulham,,Orange /25
12,Future Stars,12,Josh King,Fulham,,Orange Mini-Diamonds /25
12,Future Stars,12,Josh King,Fulham,,Orange Sparkle /25
12,Future Stars,12,Josh King,Fulham,,Black /10
12,Future Stars,12,Josh King,Fulham,,Black Mini-Diamonds /10
12,Future Stars,12,Josh King,Fulham,,Black Sparkle /10
12,Future Stars,12,Josh King,Fulham,,Red /5
12,Future Stars,12,Josh King,Fulham,,Red Mini-Diamonds /5
12,Future Stars,12,Josh King,Fulham,,Red Sparkle /5
12,Future Stars,12,Josh King,Fulham,,FoilFractor 1/1
13,Future Stars,13,Harry Gray,Leeds United,,Base
13,Future Stars,13,Harry Gray,Leeds United,,Blue Voltage
13,Future Stars,13,Harry Gray,Leeds United,,Gold Rainbow Laser
13,Future Stars,13,Harry Gray,Leeds United,,Green Voltage
13,Future Stars,13,Harry Gray,Leeds United,,Pink Voltage
13,Future Stars,13,Harry Gray,Leeds United,,PL
13,Future Stars,13,Harry Gray,Leeds United,,Purple Voltage
13,Future Stars,13,Harry Gray,Leeds United,,Yellow Voltage
13,Future Stars,13,Harry Gray,Leeds United,,Aqua Sparkle /499
13,Future Stars,13,Harry Gray,Leeds United,,Pink Mini-Diamonds /399
13,Future Stars,13,Harry Gray,Leeds United,,Pink Sparkle /399
13,Future Stars,13,Harry Gray,Leeds United,,Yellow Mini-Diamonds /299
13,Future Stars,13,Harry Gray,Leeds United,,Yellow Sparkle /299
13,Future Stars,13,Harry Gray,Leeds United,,Purple Mini-Diamonds /199
13,Future Stars,13,Harry Gray,Leeds United,,Purple Sparkle /199
13,Future Stars,13,Harry Gray,Leeds United,,Blue /150
13,Future Stars,13,Harry Gray,Leeds United,,Blue Mini-Diamonds /150
13,Future Stars,13,Harry Gray,Leeds United,,Blue Sparkle /150
13,Future Stars,13,Harry Gray,Leeds United,,Green /99
13,Future Stars,13,Harry Gray,Leeds United,,Green Mini-Diamonds /99
13,Future Stars,13,Harry Gray,Leeds United,,Green Sparkle /99
13,Future Stars,13,Harry Gray,Leeds United,,Black & White /75
13,Future Stars,13,Harry Gray,Leeds United,,Black & White Mini-Diamonds /75
13,Future Stars,13,Harry Gray,Leeds United,,Black & White Sparkle /75
13,Future Stars,13,Harry Gray,Leeds United,,Gold /50
13,Future Stars,13,Harry Gray,Leeds United,,Gold Mini-Diamonds /50
13,Future Stars,13,Harry Gray,Leeds United,,Gold Sparkle /50
13,Future Stars,13,Harry Gray,Leeds United,,Netbuster /38
13,Future Stars,13,Harry Gray,Leeds United,,Orange /25
13,Future Stars,13,Harry Gray,Leeds United,,Orange Mini-Diamonds /25
13,Future Stars,13,Harry Gray,Leeds United,,Orange Sparkle /25
13,Future Stars,13,Harry Gray,Leeds United,,Black /10
13,Future Stars,13,Harry Gray,Leeds United,,Black Mini-Diamonds /10
13,Future Stars,13,Harry Gray,Leeds United,,Black Sparkle /10
13,Future Stars,13,Harry Gray,Leeds United,,Red /5
13,Future Stars,13,Harry Gray,Leeds United,,Red Mini-Diamonds /5
13,Future Stars,13,Harry Gray,Leeds United,,Red Sparkle /5
13,Future Stars,13,Harry Gray,Leeds United,,FoilFractor 1/1
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Base
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Blue Voltage
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Gold Rainbow Laser
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Green Voltage
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Pink Voltage
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,PL
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Purple Voltage
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Yellow Voltage
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Aqua Sparkle /499
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Pink Mini-Diamonds /399
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Pink Sparkle /399
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Yellow Mini-Diamonds /299
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Yellow Sparkle /299
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Purple Mini-Diamonds /199
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Purple Sparkle /199
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Blue /150
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Blue Mini-Diamonds /150
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Blue Sparkle /150
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Green /99
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Green Mini-Diamonds /99
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Green Sparkle /99
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Black & White /75
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Black & White Mini-Diamonds /75
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Black & White Sparkle /75
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Gold /50
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Gold Mini-Diamonds /50
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Gold Sparkle /50
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Netbuster /38
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Orange /25
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Orange Mini-Diamonds /25
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Orange Sparkle /25
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Black /10
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Black Mini-Diamonds /10
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Black Sparkle /10
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Red /5
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Red Mini-Diamonds /5
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,Red Sparkle /5
14,Future Stars,14,Giovanni Leoni,Liverpool FC,,FoilFractor 1/1
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Base
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Blue Voltage
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Gold Rainbow Laser
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Green Voltage
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Pink Voltage
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,PL
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Purple Voltage
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Yellow Voltage
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Aqua Sparkle /499
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Pink Mini-Diamonds /399
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Pink Sparkle /399
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Yellow Mini-Diamonds /299
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Yellow Sparkle /299
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Purple Mini-Diamonds /199
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Purple Sparkle /199
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Blue /150
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Blue Mini-Diamonds /150
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Blue Sparkle /150
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Green /99
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Green Mini-Diamonds /99
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Green Sparkle /99
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Black & White /75
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Black & White Mini-Diamonds /75
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Black & White Sparkle /75
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Gold /50
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Gold Mini-Diamonds /50
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Gold Sparkle /50
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Netbuster /38
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Orange /25
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Orange Mini-Diamonds /25
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Orange Sparkle /25
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Black /10
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Black Mini-Diamonds /10
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Black Sparkle /10
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Red /5
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Red Mini-Diamonds /5
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,Red Sparkle /5
15,Future Stars,15,Rio Ngumoha,Liverpool FC,,FoilFractor 1/1
16,Future Stars,16,Divine Mukasa,Manchester City,,Base
16,Future Stars,16,Divine Mukasa,Manchester City,,Blue Voltage
16,Future Stars,16,Divine Mukasa,Manchester City,,Gold Rainbow Laser
16,Future Stars,16,Divine Mukasa,Manchester City,,Green Voltage
16,Future Stars,16,Divine Mukasa,Manchester City,,Pink Voltage
16,Future Stars,16,Divine Mukasa,Manchester City,,PL
16,Future Stars,16,Divine Mukasa,Manchester City,,Purple Voltage
16,Future Stars,16,Divine Mukasa,Manchester City,,Yellow Voltage
16,Future Stars,16,Divine Mukasa,Manchester City,,Aqua Sparkle /499
16,Future Stars,16,Divine Mukasa,Manchester City,,Pink Mini-Diamonds /399
16,Future Stars,16,Divine Mukasa,Manchester City,,Pink Sparkle /399
16,Future Stars,16,Divine Mukasa,Manchester City,,Yellow Mini-Diamonds /299
16,Future Stars,16,Divine Mukasa,Manchester City,,Yellow Sparkle /299
16,Future Stars,16,Divine Mukasa,Manchester City,,Purple Mini-Diamonds /199
16,Future Stars,16,Divine Mukasa,Manchester City,,Purple Sparkle /199
16,Future Stars,16,Divine Mukasa,Manchester City,,Blue /150
16,Future Stars,16,Divine Mukasa,Manchester City,,Blue Mini-Diamonds /150
16,Future Stars,16,Divine Mukasa,Manchester City,,Blue Sparkle /150
16,Future Stars,16,Divine Mukasa,Manchester City,,Green /99
16,Future Stars,16,Divine Mukasa,Manchester City,,Green Mini-Diamonds /99
16,Future Stars,16,Divine Mukasa,Manchester City,,Green Sparkle /99
16,Future Stars,16,Divine Mukasa,Manchester City,,Black & White /75
16,Future Stars,16,Divine Mukasa,Manchester City,,Black & White Mini-Diamonds /75
16,Future Stars,16,Divine Mukasa,Manchester City,,Black & White Sparkle /75
16,Future Stars,16,Divine Mukasa,Manchester City,,Gold /50
16,Future Stars,16,Divine Mukasa,Manchester City,,Gold Mini-Diamonds /50
16,Future Stars,16,Divine Mukasa,Manchester City,,Gold Sparkle /50
16,Future Stars,16,Divine Mukasa,Manchester City,,Netbuster /38
16,Future Stars,16,Divine Mukasa,Manchester City,,Orange /25
16,Future Stars,16,Divine Mukasa,Manchester City,,Orange Mini-Diamonds /25
16,Future Stars,16,Divine Mukasa,Manchester City,,Orange Sparkle /25
16,Future Stars,16,Divine Mukasa,Manchester City,,Black /10
16,Future Stars,16,Divine Mukasa,Manchester City,,Black Mini-Diamonds /10
16,Future Stars,16,Divine Mukasa,Manchester City,,Black Sparkle /10
16,Future Stars,16,Divine Mukasa,Manchester City,,Red /5
16,Future Stars,16,Divine Mukasa,Manchester City,,Red Mini-Diamonds /5
16,Future Stars,16,Divine Mukasa,Manchester City,,Red Sparkle /5
16,Future Stars,16,Divine Mukasa,Manchester City,,FoilFractor 1/1
17,Future Stars,17,Jack Fletcher,Manchester United,,Base
17,Future Stars,17,Jack Fletcher,Manchester United,,Blue Voltage
17,Future Stars,17,Jack Fletcher,Manchester United,,Gold Rainbow Laser
17,Future Stars,17,Jack Fletcher,Manchester United,,Green Voltage
17,Future Stars,17,Jack Fletcher,Manchester United,,Pink Voltage
17,Future Stars,17,Jack Fletcher,Manchester United,,PL
17,Future Stars,17,Jack Fletcher,Manchester United,,Purple Voltage
17,Future Stars,17,Jack Fletcher,Manchester United,,Yellow Voltage
17,Future Stars,17,Jack Fletcher,Manchester United,,Aqua Sparkle /499
17,Future Stars,17,Jack Fletcher,Manchester United,,Pink Mini-Diamonds /399
17,Future Stars,17,Jack Fletcher,Manchester United,,Pink Sparkle /399
17,Future Stars,17,Jack Fletcher,Manchester United,,Yellow Mini-Diamonds /299
17,Future Stars,17,Jack Fletcher,Manchester United,,Yellow Sparkle /299
17,Future Stars,17,Jack Fletcher,Manchester United,,Purple Mini-Diamonds /199
17,Future Stars,17,Jack Fletcher,Manchester United,,Purple Sparkle /199
17,Future Stars,17,Jack Fletcher,Manchester United,,Blue /150
17,Future Stars,17,Jack Fletcher,Manchester United,,Blue Mini-Diamonds /150
17,Future Stars,17,Jack Fletcher,Manchester United,,Blue Sparkle /150
17,Future Stars,17,Jack Fletcher,Manchester United,,Green /99
17,Future Stars,17,Jack Fletcher,Manchester United,,Green Mini-Diamonds /99
17,Future Stars,17,Jack Fletcher,Manchester United,,Green Sparkle /99
17,Future Stars,17,Jack Fletcher,Manchester United,,Black & White /75
17,Future Stars,17,Jack Fletcher,Manchester United,,Black & White Mini-Diamonds /75
17,Future Stars,17,Jack Fletcher,Manchester United,,Black & White Sparkle /75
17,Future Stars,17,Jack Fletcher,Manchester United,,Gold /50
17,Future Stars,17,Jack Fletcher,Manchester United,,Gold Mini-Diamonds /50
17,Future Stars,17,Jack Fletcher,Manchester United,,Gold Sparkle /50
17,Future Stars,17,Jack Fletcher,Manchester United,,Netbuster /38
17,Future Stars,17,Jack Fletcher,Manchester United,,Orange /25
17,Future Stars,17,Jack Fletcher,Manchester United,,Orange Mini-Diamonds /25
17,Future Stars,17,Jack Fletcher,Manchester United,,Orange Sparkle /25
17,Future Stars,17,Jack Fletcher,Manchester United,,Black /10
17,Future Stars,17,Jack Fletcher,Manchester United,,Black Mini-Diamonds /10
17,Future Stars,17,Jack Fletcher,Manchester United,,Black Sparkle /10
17,Future Stars,17,Jack Fletcher,Manchester United,,Red /5
17,Future Stars,17,Jack Fletcher,Manchester United,,Red Mini-Diamonds /5
17,Future Stars,17,Jack Fletcher,Manchester United,,Red Sparkle /5
17,Future Stars,17,Jack Fletcher,Manchester United,,FoilFractor 1/1
18,Future Stars,18,Shea Lacey,Manchester United,,Base
18,Future Stars,18,Shea Lacey,Manchester United,,Blue Voltage
18,Future Stars,18,Shea Lacey,Manchester United,,Gold Rainbow Laser
18,Future Stars,18,Shea Lacey,Manchester United,,Green Voltage
18,Future Stars,18,Shea Lacey,Manchester United,,Pink Voltage
18,Future Stars,18,Shea Lacey,Manchester United,,PL
18,Future Stars,18,Shea Lacey,Manchester United,,Purple Voltage
18,Future Stars,18,Shea Lacey,Manchester United,,Yellow Voltage
18,Future Stars,18,Shea Lacey,Manchester United,,Aqua Sparkle /499
18,Future Stars,18,Shea Lacey,Manchester United,,Pink Mini-Diamonds /399
18,Future Stars,18,Shea Lacey,Manchester United,,Pink Sparkle /399
18,Future Stars,18,Shea Lacey,Manchester United,,Yellow Mini-Diamonds /299
18,Future Stars,18,Shea Lacey,Manchester United,,Yellow Sparkle /299
18,Future Stars,18,Shea Lacey,Manchester United,,Purple Mini-Diamonds /199
18,Future Stars,18,Shea Lacey,Manchester United,,Purple Sparkle /199
18,Future Stars,18,Shea Lacey,Manchester United,,Blue /150
18,Future Stars,18,Shea Lacey,Manchester United,,Blue Mini-Diamonds /150
18,Future Stars,18,Shea Lacey,Manchester United,,Blue Sparkle /150
18,Future Stars,18,Shea Lacey,Manchester United,,Green /99
18,Future Stars,18,Shea Lacey,Manchester United,,Green Mini-Diamonds /99
18,Future Stars,18,Shea Lacey,Manchester United,,Green Sparkle /99
18,Future Stars,18,Shea Lacey,Manchester United,,Black & White /75
18,Future Stars,18,Shea Lacey,Manchester United,,Black & White Mini-Diamonds /75
18,Future Stars,18,Shea Lacey,Manchester United,,Black & White Sparkle /75
18,Future Stars,18,Shea Lacey,Manchester United,,Gold /50
18,Future Stars,18,Shea Lacey,Manchester United,,Gold Mini-Diamonds /50
18,Future Stars,18,Shea Lacey,Manchester United,,Gold Sparkle /50
18,Future Stars,18,Shea Lacey,Manchester United,,Netbuster /38
18,Future Stars,18,Shea Lacey,Manchester United,,Orange /25
18,Future Stars,18,Shea Lacey,Manchester United,,Orange Mini-Diamonds /25
18,Future Stars,18,Shea Lacey,Manchester United,,Orange Sparkle /25
18,Future Stars,18,Shea Lacey,Manchester United,,Black /10
18,Future Stars,18,Shea Lacey,Manchester United,,Black Mini-Diamonds /10
18,Future Stars,18,Shea Lacey,Manchester United,,Black Sparkle /10
18,Future Stars,18,Shea Lacey,Manchester United,,Red /5
18,Future Stars,18,Shea Lacey,Manchester United,,Red Mini-Diamonds /5
18,Future Stars,18,Shea Lacey,Manchester United,,Red Sparkle /5
